Frame,Running Gait Cycle,Sub Phase,% Cycle,Trunk Lean,Front Knee Angle,Back Knee Angle,Front Hip Angle,Angle Each Body %,Result
379,29,Initial Contact,45.86%,1.39 (Inaccurate ),21.06 (Accurate ),116.59 (Accurate ),19.15 (Accurate ),75.0 % ,Good
380,29,Initial Contact,45.87%,4.2 (Accurate ),34.73 (Accurate ),46.26 (Accurate ),22.18 (Accurate ),100.0 % ,Good
381,29,Initial Contact,45.88%,6.49 (Accurate ),17.33 (Accurate ),74.39 (Accurate ),6.43 (Inaccurate ),75.0 % ,Good
382,29,Initial Contact,46.02%,6.78 (Accurate ),13.08 (Accurate ),71.69 (Inaccurate ),1.64 (Inaccurate ),50.0 % ,Satisfactory
383,29,Initial Contact,46.16%,6.88 (Accurate ),9.07 (Accurate ),54.27 (Inaccurate ),9.41 (Inaccurate ),50.0 % ,Satisfactory
384,29,Midstance,17.81%,6.16 (Accurate ),31.59 (Accurate ),28.7 (Accurate ),9.72 (Inaccurate ),75.0 % ,Good
385,29,Midstance,17.89%,5.93 (Accurate ),68.85 (Inaccurate ),19.45 (Accurate ),7.45 (Inaccurate ),50.0 % ,Satisfactory
386,29,Terminal Swing,21.78%,5.84 (Accurate ),89.85 (Inaccurate ),23.49 (Accurate ),3.06 (Inaccurate ),50.0 % ,Satisfactory
387,29,Terminal Swing,21.86%,4.45 (Accurate ),94.58 (Inaccurate ),10.94 (Accurate ),1.03 (Inaccurate ),50.0 % ,Satisfactory
388,29,Terminal Swing,21.93%,3.55 (Inaccurate ),110.21 (Accurate ),8.87 (Accurate ),11.94 (Accurate ),75.0 % ,Good
389,29,Terminal Swing,22.01%,2.68 (Inaccurate ),122.83 (Accurate ),17.08 (Accurate ),17.98 (Accurate ),75.0 % ,Good
390,30,Terminal Stance,14.16%,1.99 (Inaccurate ),87.5 (Inaccurate ),13.29 (Accurate ),30.38 (Accurate ),50.0 % ,Satisfactory
391,30,Terminal Stance,14.25%,0.74 (Inaccurate ),73.54 (Accurate ),12.87 (Accurate ),44.98 (Accurate ),75.0 % ,Good
392,30,Initial Contact,46.38%,0.14 (Inaccurate ),58.33 (Inaccurate ),10.88 (Accurate ),49.67 (Accurate ),50.0 % ,Satisfactory
393,30,Initial Contact,46.39%,-0.39 (Inaccurate ),41.64 (Inaccurate ),27.03 (Accurate ),44.17 (Accurate ),50.0 % ,Satisfactory
394,30,Initial Contact,46.4%,0.28 (Inaccurate ),26.94 (Accurate ),60.1 (Inaccurate ),38.34 (Accurate ),50.0 % ,Satisfactory
395,30,Initial Contact,46.41%,-0.08 (Inaccurate ),22.73 (Accurate ),87.25 (Inaccurate ),32.22 (Accurate ),50.0 % ,Satisfactory
396,30,Initial Contact,46.42%,0.3 (Inaccurate ),24.45 (Accurate ),112.57 (Accurate ),28.72 (Accurate ),75.0 % ,Good
397,30,Initial Contact,46.43%,1.36 (Inaccurate ),7.19 (Accurate ),120.13 (Accurate ),17.17 (Accurate ),75.0 % ,Good
398,30,Initial Contact,46.44%,3.0 (Inaccurate ),27.51 (Accurate ),124.73 (Accurate ),17.63 (Accurate ),75.0 % ,Good
399,30,Initial Contact,46.45%,6.41 (Accurate ),22.93 (Accurate ),82.75 (Inaccurate ),10.68 (Inaccurate ),50.0 % ,Satisfactory
400,30,Initial Contact,46.46%,7.71 (Accurate ),18.02 (Accurate ),71.42 (Accurate ),1.43 (Inaccurate ),75.0 % ,Good
401,30,Initial Contact,46.59%,7.9 (Accurate ),7.17 (Accurate ),56.26 (Inaccurate ),8.38 (Inaccurate ),50.0 % ,Satisfactory
402,30,Initial Contact,46.73%,8.3 (Accurate ),15.42 (Accurate ),36.15 (Accurate ),11.19 (Inaccurate ),75.0 % ,Good
403,30,Midstance,17.46%,7.68 (Accurate ),43.06 (Accurate ),19.89 (Accurate ),12.56 (Accurate ),100.0 % ,Good
404,30,Terminal Swing,21.8%,7.6 (Accurate ),81.0 (Inaccurate ),13.26 (Accurate ),8.1 (Accurate ),75.0 % ,Good
405,30,Terminal Swing,21.88%,7.75 (Accurate ),110.91 (Accurate ),15.98 (Accurate ),4.17 (Inaccurate ),75.0 % ,Good
406,31,Initial Contact,46.76%,6.37 (Accurate ),10.97 (Accurate ),56.07 (Inaccurate ),13.68 (Inaccurate ),50.0 % ,Satisfactory
407,31,Terminal Swing,21.89%,5.56 (Accurate ),158.62 (Inaccurate ),9.04 (Accurate ),9.03 (Accurate ),75.0 % ,Good
408,31,Terminal Swing,21.96%,5.39 (Accurate ),116.84 (Accurate ),13.21 (Accurate ),16.14 (Accurate ),100.0 % ,Good
409,32,Midstance,17.45%,4.25 (Accurate ),85.39 (Inaccurate ),11.62 (Accurate ),27.79 (Accurate ),75.0 % ,Good
410,32,Terminal Stance,13.95%,3.77 (Inaccurate ),64.06 (Accurate ),11.61 (Accurate ),39.11 (Accurate ),75.0 % ,Good
411,32,Initial Contact,46.92%,3.37 (Inaccurate ),47.72 (Inaccurate ),14.71 (Accurate ),40.71 (Accurate ),50.0 % ,Satisfactory
412,32,Initial Contact,46.93%,3.01 (Inaccurate ),28.96 (Accurate ),43.02 (Accurate ),34.22 (Accurate ),75.0 % ,Good
413,32,Initial Contact,46.94%,2.55 (Inaccurate ),17.79 (Accurate ),83.62 (Inaccurate ),28.67 (Accurate ),50.0 % ,Satisfactory
414,32,Initial Contact,46.94%,2.39 (Inaccurate ),14.53 (Accurate ),115.42 (Accurate ),23.56 (Accurate ),75.0 % ,Good
415,32,Initial Contact,46.95%,2.43 (Inaccurate ),19.63 (Accurate ),132.16 (Accurate ),22.13 (Accurate ),75.0 % ,Good
416,32,Initial Contact,46.96%,3.82 (Inaccurate ),17.22 (Accurate ),134.65 (Accurate ),14.35 (Inaccurate ),50.0 % ,Satisfactory
417,32,Initial Contact,46.97%,6.8 (Accurate ),26.84 (Accurate ),76.11 (Inaccurate ),14.77 (Inaccurate ),50.0 % ,Satisfactory
418,32,Initial Contact,46.97%,7.89 (Accurate ),16.4 (Accurate ),94.58 (Inaccurate ),3.19 (Inaccurate ),50.0 % ,Satisfactory
419,32,Initial Contact,47.1%,8.81 (Accurate ),12.95 (Accurate ),71.75 (Inaccurate ),4.52 (Inaccurate ),50.0 % ,Satisfactory
420,32,Initial Contact,47.23%,10.21 (Accurate ),13.47 (Accurate ),54.24 (Inaccurate ),9.78 (Inaccurate ),50.0 % ,Satisfactory
421,32,Midstance,17.43%,9.08 (Accurate ),35.95 (Accurate ),34.07 (Accurate ),12.09 (Accurate ),100.0 % ,Good
422,32,Terminal Swing,21.82%,8.78 (Accurate ),75.07 (Inaccurate ),17.95 (Accurate ),10.26 (Accurate ),75.0 % ,Good
423,32,Terminal Swing,21.89%,8.63 (Accurate ),104.35 (Accurate ),14.1 (Accurate ),7.53 (Accurate ),100.0 % ,Good
424,32,Terminal Swing,21.96%,8.15 (Accurate ),131.11 (Accurate ),16.12 (Accurate ),4.76 (Inaccurate ),75.0 % ,Good
425,32,Terminal Swing,22.02%,7.35 (Accurate ),126.03 (Accurate ),8.22 (Accurate ),11.08 (Accurate ),100.0 % ,Good
426,32,Terminal Swing,22.09%,5.09 (Accurate ),136.23 (Inaccurate ),16.07 (Accurate ),17.37 (Accurate ),75.0 % ,Good
427,32,Terminal Swing,22.16%,3.35 (Inaccurate ),113.12 (Accurate ),11.84 (Accurate ),25.0 (Accurate ),75.0 % ,Good
428,33,Terminal Stance,13.48%,2.08 (Inaccurate ),76.07 (Inaccurate ),9.86 (Accurate ),39.93 (Accurate ),50.0 % ,Satisfactory
429,33,Initial Contact,47.41%,0.78 (Inaccurate ),55.45 (Inaccurate ),14.07 (Accurate ),42.44 (Accurate ),50.0 % ,Satisfactory
430,33,Initial Contact,47.41%,0.63 (Inaccurate ),36.63 (Accurate ),39.95 (Accurate ),37.61 (Accurate ),75.0 % ,Good
431,33,Initial Contact,47.42%,0.32 (Inaccurate ),22.53 (Accurate ),74.93 (Inaccurate ),31.75 (Accurate ),50.0 % ,Satisfactory
432,33,Initial Contact,47.42%,0.85 (Inaccurate ),15.1 (Accurate ),110.9 (Accurate ),26.01 (Accurate ),75.0 % ,Good
433,33,Initial Contact,47.43%,1.43 (Inaccurate ),17.18 (Accurate ),131.36 (Accurate ),22.65 (Accurate ),75.0 % ,Good
434,33,Initial Contact,47.44%,2.65 (Inaccurate ),14.41 (Accurate ),126.39 (Accurate ),17.0 (Accurate ),75.0 % ,Good
435,33,Initial Contact,47.44%,5.14 (Accurate ),27.16 (Accurate ),49.08 (Inaccurate ),15.32 (Accurate ),75.0 % ,Good
436,33,Initial Contact,47.45%,7.31 (Accurate ),16.23 (Accurate ),77.58 (Inaccurate ),3.83 (Inaccurate ),50.0 % ,Satisfactory
437,33,Initial Contact,47.57%,8.24 (Accurate ),19.63 (Accurate ),75.92 (Inaccurate ),0.84 (Inaccurate ),50.0 % ,Satisfactory
438,33,Initial Contact,47.69%,7.96 (Accurate ),7.56 (Accurate ),54.56 (Inaccurate ),12.78 (Inaccurate ),50.0 % ,Satisfactory
439,33,Midstance,17.17%,8.02 (Accurate ),31.55 (Accurate ),38.48 (Accurate ),11.92 (Accurate ),100.0 % ,Good
440,33,Midstance,17.24%,8.05 (Accurate ),23.43 (Accurate ),24.78 (Accurate ),10.66 (Accurate ),100.0 % ,Good
441,33,Terminal Swing,22.02%,8.51 (Accurate ),99.57 (Accurate ),15.47 (Accurate ),10.97 (Accurate ),100.0 % ,Good
442,33,Terminal Swing,22.08%,7.06 (Accurate ),121.68 (Accurate ),18.45 (Accurate ),6.44 (Accurate ),100.0 % ,Good
443,34,Initial Contact,47.72%,5.99 (Accurate ),9.05 (Accurate ),26.18 (Accurate ),13.63 (Inaccurate ),75.0 % ,Good
444,34,Terminal Swing,22.1%,5.51 (Accurate ),132.55 (Accurate ),14.72 (Accurate ),13.93 (Accurate ),100.0 % ,Good
445,34,Terminal Swing,22.16%,4.41 (Accurate ),122.24 (Accurate ),17.02 (Accurate ),22.35 (Accurate ),100.0 % ,Good
446,35,Midstance,17.23%,3.95 (Inaccurate ),94.16 (Inaccurate ),14.08 (Accurate ),34.17 (Accurate ),50.0 % ,Satisfactory
447,35,Initial Contact,47.85%,3.3 (Inaccurate ),61.18 (Inaccurate ),11.75 (Accurate ),43.42 (Accurate ),50.0 % ,Satisfactory
448,35,Initial Contact,47.86%,1.84 (Inaccurate ),42.8 (Inaccurate ),23.02 (Accurate ),40.7 (Accurate ),50.0 % ,Satisfactory
449,35,Initial Contact,47.86%,1.95 (Inaccurate ),28.07 (Accurate ),53.46 (Inaccurate ),37.34 (Accurate ),50.0 % ,Satisfactory
450,35,Initial Contact,47.87%,2.35 (Inaccurate ),16.67 (Accurate ),91.9 (Inaccurate ),29.73 (Accurate ),50.0 % ,Satisfactory
451,35,Initial Contact,47.87%,2.65 (Inaccurate ),16.16 (Accurate ),122.6 (Accurate ),25.42 (Accurate ),75.0 % ,Good
452,35,Initial Contact,47.87%,2.62 (Inaccurate ),18.05 (Accurate ),136.9 (Inaccurate ),22.08 (Accurate ),50.0 % ,Satisfactory
