Frame,Running Gait Cycle,Sub Phase,% Cycle,Trunk Lean,Front Knee Angle,Back Knee Angle,Front Hip Angle,Angle Each Body %,Result
17,1,Terminal Stance,35.29%,1.71 (Inaccurate ),78.94 (Inaccurate ),13.67 (Inaccurate ),38.96 (Accurate ),25.0 % ,Should Improve
18,1,Initial Contact,36.11%,-0.34 (Inaccurate ),50.97 (Inaccurate ),17.88 (Inaccurate ),37.92 (Accurate ),25.0 % ,Should Improve
19,1,Initial Contact,36.84%,-0.58 (Inaccurate ),29.87 (Accurate ),51.12 (Accurate ),33.09 (Accurate ),75.0 % ,Good
20,1,Initial Contact,37.5%,-0.9 (Inaccurate ),23.79 (Accurate ),95.13 (Accurate ),30.66 (Accurate ),75.0 % ,Good
21,1,Initial Contact,38.1%,-0.71 (Inaccurate ),17.85 (Accurate ),114.1 (Accurate ),23.92 (Accurate ),75.0 % ,Good
22,1,Initial Contact,38.64%,0.17 (Inaccurate ),10.87 (Accurate ),138.46 (Inaccurate ),17.93 (Accurate ),50.0 % ,Satisfactory
23,1,Initial Contact,41.3%,4.09 (Accurate ),23.59 (Accurate ),11.17 (Accurate ),17.6 (Accurate ),100.0 % ,Good
24,1,Initial Contact,41.67%,6.75 (Accurate ),18.61 (Accurate ),66.76 (Accurate ),8.25 (Inaccurate ),75.0 % ,Good
25,1,Midstance,10.0%,8.46 (Accurate ),34.1 (Accurate ),50.74 (Accurate ),10.62 (Accurate ),100.0 % ,Good
26,1,Midstance,11.54%,9.24 (Accurate ),40.02 (Accurate ),69.9 (Inaccurate ),8.63 (Inaccurate ),50.0 % ,Satisfactory
27,1,Terminal Stance,31.48%,9.68 (Accurate ),50.02 (Accurate ),40.49 (Inaccurate ),5.53 (Inaccurate ),50.0 % ,Satisfactory
28,1,Terminal Stance,32.14%,8.81 (Accurate ),43.63 (Accurate ),27.92 (Accurate ),14.65 (Inaccurate ),75.0 % ,Good
29,1,Terminal Swing,17.24%,7.48 (Accurate ),81.31 (Inaccurate ),18.59 (Accurate ),16.23 (Accurate ),75.0 % ,Good
30,1,Terminal Swing,18.33%,6.99 (Accurate ),107.21 (Accurate ),6.88 (Accurate ),11.59 (Accurate ),100.0 % ,Good
31,2,Initial Contact,40.32%,6.23 (Accurate ),15.46 (Accurate ),139.85 (Inaccurate ),23.71 (Accurate ),75.0 % ,Good
32,2,Midstance,12.5%,5.33 (Accurate ),69.02 (Inaccurate ),9.38 (Accurate ),16.89 (Accurate ),75.0 % ,Good
33,2,Terminal Swing,19.7%,5.09 (Accurate ),147.84 (Inaccurate ),16.79 (Accurate ),17.22 (Accurate ),75.0 % ,Good
34,3,Terminal Stance,27.94%,4.52 (Accurate ),107.6 (Inaccurate ),15.62 (Accurate ),26.64 (Accurate ),75.0 % ,Good
35,3,Terminal Stance,28.57%,3.2 (Inaccurate ),89.76 (Inaccurate ),16.57 (Accurate ),39.14 (Accurate ),50.0 % ,Satisfactory
36,3,Terminal Stance,29.17%,1.74 (Inaccurate ),57.58 (Accurate ),18.69 (Accurate ),42.62 (Accurate ),75.0 % ,Good
37,3,Initial Contact,37.84%,0.68 (Inaccurate ),36.8 (Accurate ),41.29 (Accurate ),37.55 (Accurate ),75.0 % ,Good
38,3,Initial Contact,38.16%,0.24 (Inaccurate ),22.88 (Accurate ),81.28 (Inaccurate ),31.88 (Accurate ),50.0 % ,Satisfactory
39,3,Initial Contact,38.46%,0.01 (Inaccurate ),17.45 (Accurate ),112.88 (Accurate ),26.53 (Accurate ),75.0 % ,Good
40,3,Initial Contact,38.75%,0.15 (Inaccurate ),18.38 (Accurate ),131.71 (Accurate ),21.72 (Accurate ),75.0 % ,Good
41,3,Initial Contact,39.02%,1.56 (Inaccurate ),20.36 (Accurate ),123.33 (Accurate ),18.34 (Accurate ),75.0 % ,Good
42,3,Initial Contact,39.29%,4.12 (Accurate ),33.38 (Accurate ),40.33 (Accurate ),18.4 (Accurate ),100.0 % ,Good
43,3,Initial Contact,39.53%,6.37 (Accurate ),22.29 (Accurate ),98.36 (Inaccurate ),4.91 (Inaccurate ),50.0 % ,Satisfactory
44,3,Midstance,15.91%,7.47 (Accurate ),16.08 (Accurate ),85.3 (Inaccurate ),4.87 (Inaccurate ),50.0 % ,Satisfactory
45,3,Midstance,16.67%,8.12 (Accurate ),13.82 (Accurate ),65.55 (Inaccurate ),11.79 (Accurate ),75.0 % ,Good
46,3,Terminal Stance,27.17%,7.08 (Accurate ),27.37 (Inaccurate ),27.99 (Inaccurate ),27.56 (Accurate ),50.0 % ,Satisfactory
47,3,Terminal Stance,27.66%,6.16 (Accurate ),66.1 (Accurate ),0.21 (Inaccurate ),14.41 (Inaccurate ),50.0 % ,Satisfactory
48,3,Terminal Swing,18.75%,5.73 (Accurate ),112.06 (Accurate ),2.19 (Accurate ),13.74 (Accurate ),100.0 % ,Good
49,3,Terminal Swing,19.39%,5.64 (Accurate ),101.43 (Accurate ),13.64 (Accurate ),1.06 (Inaccurate ),75.0 % ,Good
50,3,Terminal Swing,20.0%,5.26 (Accurate ),124.13 (Accurate ),16.3 (Accurate ),5.05 (Accurate ),100.0 % ,Good
51,3,Terminal Swing,20.59%,5.3 (Accurate ),146.22 (Inaccurate ),16.45 (Accurate ),14.69 (Accurate ),75.0 % ,Good
52,3,Terminal Swing,21.15%,5.15 (Accurate ),132.08 (Accurate ),14.26 (Accurate ),24.61 (Accurate ),100.0 % ,Good
53,4,Terminal Stance,25.47%,4.73 (Accurate ),95.26 (Inaccurate ),10.93 (Accurate ),37.56 (Accurate ),75.0 % ,Good
54,4,Terminal Stance,25.93%,3.02 (Inaccurate ),63.63 (Accurate ),8.08 (Accurate ),44.24 (Accurate ),75.0 % ,Good
55,4,Initial Contact,38.18%,1.44 (Inaccurate ),44.69 (Inaccurate ),36.27 (Accurate ),40.49 (Accurate ),50.0 % ,Satisfactory
56,4,Initial Contact,38.39%,1.13 (Inaccurate ),28.86 (Accurate ),73.73 (Inaccurate ),36.71 (Accurate ),50.0 % ,Satisfactory
57,4,Initial Contact,38.6%,1.22 (Inaccurate ),15.1 (Accurate ),106.03 (Accurate ),27.51 (Accurate ),75.0 % ,Good
58,4,Initial Contact,38.79%,1.1 (Inaccurate ),14.88 (Accurate ),123.28 (Accurate ),23.04 (Accurate ),75.0 % ,Good
59,4,Initial Contact,38.98%,1.32 (Inaccurate ),20.58 (Accurate ),134.26 (Accurate ),20.41 (Accurate ),75.0 % ,Good
60,4,Midstance,15.83%,3.71 (Inaccurate ),32.97 (Accurate ),117.41 (Accurate ),15.91 (Accurate ),75.0 % ,Good
61,4,Initial Contact,38.52%,7.01 (Accurate ),27.71 (Accurate ),132.07 (Accurate ),11.75 (Inaccurate ),75.0 % ,Good
62,4,Midstance,16.13%,8.79 (Accurate ),19.33 (Accurate ),94.9 (Inaccurate ),0.15 (Inaccurate ),50.0 % ,Satisfactory
63,4,Midstance,16.67%,9.02 (Accurate ),12.84 (Accurate ),68.45 (Accurate ),6.9 (Inaccurate ),75.0 % ,Good
64,4,Initial Contact,37.5%,8.1 (Accurate ),42.91 (Inaccurate ),20.09 (Inaccurate ),45.73 (Accurate ),50.0 % ,Satisfactory
65,4,Initial Contact,37.69%,6.9 (Accurate ),44.57 (Inaccurate ),28.51 (Accurate ),40.43 (Accurate ),75.0 % ,Good
66,4,Initial Contact,37.88%,6.49 (Accurate ),15.92 (Accurate ),66.75 (Accurate ),33.62 (Accurate ),100.0 % ,Good
67,4,Terminal Swing,21.64%,6.59 (Accurate ),120.62 (Accurate ),6.24 (Accurate ),11.65 (Accurate ),100.0 % ,Good
68,4,Terminal Swing,22.06%,6.63 (Accurate ),138.62 (Inaccurate ),13.65 (Accurate ),7.47 (Accurate ),75.0 % ,Good
69,5,Initial Contact,38.41%,6.4 (Accurate ),3.75 (Accurate ),157.42 (Inaccurate ),6.55 (Inaccurate ),50.0 % ,Satisfactory
70,5,Terminal Swing,22.86%,6.21 (Accurate ),137.22 (Inaccurate ),18.75 (Accurate ),14.61 (Accurate ),75.0 % ,Good
71,5,Terminal Swing,23.24%,5.89 (Accurate ),127.81 (Accurate ),28.87 (Accurate ),23.51 (Accurate ),100.0 % ,Good
72,6,Terminal Stance,22.92%,4.89 (Accurate ),103.29 (Inaccurate ),19.73 (Accurate ),37.94 (Accurate ),75.0 % ,Good
73,6,Initial Contact,37.67%,3.14 (Inaccurate ),57.22 (Inaccurate ),23.1 (Accurate ),41.59 (Accurate ),50.0 % ,Satisfactory
74,6,Initial Contact,37.84%,1.93 (Inaccurate ),33.47 (Accurate ),49.23 (Inaccurate ),35.79 (Accurate ),50.0 % ,Satisfactory
75,6,Initial Contact,38.0%,2.14 (Inaccurate ),18.4 (Accurate ),88.48 (Inaccurate ),28.95 (Accurate ),50.0 % ,Satisfactory
76,6,Initial Contact,38.16%,2.01 (Inaccurate ),14.1 (Accurate ),115.24 (Accurate ),25.22 (Accurate ),75.0 % ,Good
77,6,Initial Contact,38.31%,2.14 (Inaccurate ),18.74 (Accurate ),131.33 (Accurate ),23.12 (Accurate ),75.0 % ,Good
78,6,Initial Contact,38.46%,2.48 (Inaccurate ),21.31 (Accurate ),147.48 (Inaccurate ),17.39 (Accurate ),50.0 % ,Satisfactory
79,6,Initial Contact,38.61%,5.42 (Accurate ),33.33 (Accurate ),35.98 (Accurate ),17.3 (Accurate ),100.0 % ,Good
80,6,Initial Contact,38.75%,8.33 (Accurate ),22.23 (Accurate ),77.43 (Inaccurate ),4.9 (Inaccurate ),50.0 % ,Satisfactory
81,6,Initial Contact,38.89%,9.13 (Accurate ),9.75 (Accurate ),77.1 (Inaccurate ),6.63 (Inaccurate ),50.0 % ,Satisfactory
82,6,Terminal Stance,22.56%,9.12 (Accurate ),36.52 (Accurate ),26.01 (Inaccurate ),13.66 (Inaccurate ),50.0 % ,Satisfactory
83,6,Terminal Stance,23.49%,9.61 (Accurate ),43.92 (Accurate ),6.7 (Inaccurate ),1.55 (Inaccurate ),50.0 % ,Satisfactory
84,6,Terminal Swing,22.62%,8.96 (Accurate ),75.2 (Inaccurate ),15.77 (Accurate ),17.94 (Accurate ),75.0 % ,Good
85,7,Initial Contact,38.24%,7.82 (Accurate ),7.37 (Accurate ),112.29 (Accurate ),27.21 (Accurate ),100.0 % ,Good
86,7,Terminal Swing,23.26%,7.56 (Accurate ),127.02 (Accurate ),12.56 (Accurate ),5.76 (Accurate ),100.0 % ,Good
87,7,Terminal Swing,23.56%,7.36 (Accurate ),127.54 (Accurate ),12.41 (Accurate ),9.97 (Accurate ),100.0 % ,Good
88,7,Terminal Swing,23.86%,6.55 (Accurate ),131.13 (Accurate ),17.72 (Accurate ),13.26 (Accurate ),100.0 % ,Good
89,7,Terminal Swing,24.16%,5.36 (Accurate ),125.2 (Accurate ),15.52 (Accurate ),26.39 (Accurate ),100.0 % ,Good
90,8,Terminal Stance,22.22%,4.06 (Accurate ),97.05 (Inaccurate ),16.16 (Accurate ),37.12 (Accurate ),75.0 % ,Good
91,8,Terminal Stance,22.53%,2.65 (Inaccurate ),61.03 (Accurate ),14.65 (Accurate ),42.17 (Accurate ),75.0 % ,Good
92,8,Initial Contact,38.04%,1.92 (Inaccurate ),40.74 (Inaccurate ),38.44 (Accurate ),38.7 (Accurate ),50.0 % ,Satisfactory
93,8,Initial Contact,38.17%,1.57 (Inaccurate ),23.07 (Accurate ),76.23 (Inaccurate ),32.77 (Accurate ),50.0 % ,Satisfactory
94,8,Initial Contact,38.3%,1.08 (Inaccurate ),14.53 (Accurate ),108.39 (Accurate ),26.42 (Accurate ),75.0 % ,Good
95,8,Initial Contact,38.42%,1.23 (Inaccurate ),16.93 (Accurate ),121.65 (Accurate ),23.35 (Accurate ),75.0 % ,Good
96,8,Initial Contact,38.54%,1.72 (Inaccurate ),4.83 (Accurate ),140.66 (Inaccurate ),15.17 (Accurate ),50.0 % ,Satisfactory
97,8,Initial Contact,39.18%,3.99 (Inaccurate ),27.34 (Accurate ),20.23 (Accurate ),14.89 (Inaccurate ),50.0 % ,Satisfactory
98,8,Initial Contact,39.29%,6.37 (Accurate ),21.0 (Accurate ),92.6 (Inaccurate ),5.19 (Inaccurate ),50.0 % ,Satisfactory
99,8,Initial Contact,39.39%,7.24 (Accurate ),11.1 (Accurate ),77.61 (Inaccurate ),5.94 (Inaccurate ),50.0 % ,Satisfactory
100,8,Terminal Stance,22.5%,7.55 (Accurate ),30.42 (Inaccurate ),44.15 (Accurate ),3.53 (Inaccurate ),50.0 % ,Satisfactory
101,8,Terminal Stance,22.77%,6.99 (Accurate ),31.59 (Inaccurate ),36.28 (Accurate ),15.91 (Inaccurate ),50.0 % ,Satisfactory
102,8,Terminal Stance,23.04%,7.54 (Accurate ),59.5 (Accurate ),17.86 (Accurate ),13.21 (Inaccurate ),75.0 % ,Good
103,8,Terminal Stance,23.3%,6.48 (Accurate ),53.99 (Accurate ),19.55 (Accurate ),0.79 (Inaccurate ),75.0 % ,Good
104,8,Terminal Swing,23.08%,6.35 (Accurate ),116.73 (Accurate ),14.8 (Accurate ),5.98 (Accurate ),100.0 % ,Good
105,8,Terminal Swing,23.33%,6.09 (Accurate ),118.34 (Accurate ),24.62 (Accurate ),14.54 (Accurate ),100.0 % ,Good
106,8,Terminal Swing,23.58%,5.18 (Accurate ),146.37 (Inaccurate ),15.18 (Accurate ),16.87 (Accurate ),75.0 % ,Good
107,8,Terminal Swing,23.83%,3.85 (Inaccurate ),115.11 (Accurate ),15.67 (Accurate ),28.55 (Accurate ),75.0 % ,Good
108,9,Terminal Stance,22.69%,3.58 (Inaccurate ),81.7 (Inaccurate ),13.4 (Accurate ),41.19 (Accurate ),50.0 % ,Satisfactory
109,9,Terminal Stance,22.94%,3.02 (Inaccurate ),60.82 (Accurate ),12.13 (Accurate ),46.42 (Accurate ),75.0 % ,Good
110,9,Initial Contact,37.73%,2.0 (Inaccurate ),41.75 (Inaccurate ),34.29 (Inaccurate ),42.58 (Accurate ),25.0 % ,Should Improve
111,9,Initial Contact,37.84%,2.22 (Inaccurate ),23.64 (Accurate ),75.01 (Inaccurate ),35.24 (Accurate ),50.0 % ,Satisfactory
112,9,Initial Contact,37.95%,1.81 (Inaccurate ),19.18 (Accurate ),110.25 (Accurate ),31.49 (Accurate ),75.0 % ,Good
113,9,Initial Contact,38.05%,2.03 (Inaccurate ),23.31 (Accurate ),127.48 (Accurate ),28.61 (Accurate ),75.0 % ,Good
114,9,Initial Contact,38.16%,2.32 (Inaccurate ),17.77 (Accurate ),131.78 (Accurate ),19.85 (Accurate ),75.0 % ,Good
115,9,Initial Contact,38.26%,5.7 (Accurate ),30.98 (Accurate ),24.68 (Inaccurate ),19.3 (Accurate ),75.0 % ,Good
116,9,Initial Contact,38.36%,8.29 (Accurate ),24.57 (Accurate ),90.26 (Inaccurate ),8.8 (Inaccurate ),50.0 % ,Satisfactory
117,9,Midstance,15.38%,9.16 (Accurate ),29.13 (Accurate ),80.62 (Inaccurate ),4.55 (Inaccurate ),50.0 % ,Satisfactory
118,9,Terminal Stance,23.73%,10.12 (Accurate ),33.09 (Inaccurate ),64.73 (Accurate ),0.76 (Inaccurate ),50.0 % ,Satisfactory
119,9,Initial Contact,37.82%,8.58 (Accurate ),36.69 (Accurate ),6.81 (Inaccurate ),45.28 (Accurate ),75.0 % ,Good
120,9,Terminal Stance,24.17%,8.37 (Accurate ),36.97 (Accurate ),15.01 (Accurate ),21.98 (Inaccurate ),75.0 % ,Good
121,9,Terminal Swing,23.14%,7.83 (Accurate ),97.63 (Accurate ),13.57 (Accurate ),14.95 (Accurate ),100.0 % ,Good
122,9,Terminal Swing,23.36%,7.5 (Accurate ),125.92 (Accurate ),12.88 (Accurate ),7.85 (Accurate ),100.0 % ,Good
123,9,Terminal Swing,23.58%,7.26 (Accurate ),116.14 (Accurate ),19.9 (Accurate ),9.98 (Accurate ),100.0 % ,Good
124,9,Terminal Swing,23.79%,5.4 (Accurate ),146.61 (Inaccurate ),14.08 (Accurate ),11.46 (Accurate ),75.0 % ,Good
125,9,Terminal Swing,24.0%,5.19 (Accurate ),133.74 (Accurate ),13.53 (Accurate ),21.57 (Accurate ),100.0 % ,Good
126,10,Terminal Stance,23.41%,4.76 (Accurate ),103.51 (Inaccurate ),12.99 (Accurate ),37.26 (Accurate ),75.0 % ,Good
127,10,Terminal Stance,23.62%,3.58 (Inaccurate ),67.39 (Accurate ),12.4 (Accurate ),47.01 (Accurate ),75.0 % ,Good
128,10,Initial Contact,38.28%,2.89 (Inaccurate ),47.22 (Inaccurate ),27.04 (Accurate ),44.33 (Accurate ),50.0 % ,Satisfactory
129,10,Initial Contact,38.37%,2.34 (Inaccurate ),30.45 (Accurate ),52.38 (Inaccurate ),38.7 (Accurate ),50.0 % ,Satisfactory
130,10,Initial Contact,38.46%,2.06 (Inaccurate ),17.75 (Accurate ),91.16 (Inaccurate ),30.33 (Accurate ),50.0 % ,Satisfactory
131,10,Initial Contact,38.55%,2.37 (Inaccurate ),19.48 (Accurate ),118.8 (Accurate ),27.58 (Accurate ),75.0 % ,Good
132,10,Initial Contact,38.64%,2.67 (Inaccurate ),18.77 (Accurate ),125.83 (Accurate ),21.93 (Accurate ),75.0 % ,Good
133,10,Initial Contact,38.72%,4.22 (Accurate ),22.07 (Accurate ),138.15 (Inaccurate ),16.77 (Accurate ),75.0 % ,Good
134,10,Initial Contact,38.81%,6.92 (Accurate ),27.08 (Accurate ),128.79 (Accurate ),12.91 (Inaccurate ),75.0 % ,Good
135,10,Midstance,14.81%,8.42 (Accurate ),16.02 (Accurate ),82.15 (Inaccurate ),1.55 (Inaccurate ),50.0 % ,Satisfactory
136,10,Initial Contact,38.6%,9.44 (Accurate ),31.57 (Accurate ),71.32 (Accurate ),4.05 (Inaccurate ),75.0 % ,Good
137,10,Terminal Stance,22.99%,9.35 (Accurate ),38.8 (Accurate ),29.04 (Accurate ),3.66 (Inaccurate ),75.0 % ,Good
138,10,Terminal Stance,23.19%,8.88 (Accurate ),46.26 (Accurate ),25.79 (Accurate ),17.46 (Inaccurate ),75.0 % ,Good
139,10,Terminal Swing,23.74%,8.13 (Accurate ),90.26 (Inaccurate ),14.77 (Accurate ),14.55 (Accurate ),75.0 % ,Good
140,11,Terminal Stance,23.21%,7.69 (Accurate ),68.55 (Accurate ),26.45 (Accurate ),23.42 (Inaccurate ),75.0 % ,Good
141,11,Terminal Swing,23.76%,7.45 (Accurate ),128.03 (Accurate ),1.45 (Accurate ),2.63 (Inaccurate ),75.0 % ,Good
142,12,Initial Contact,38.73%,7.41 (Accurate ),11.11 (Accurate ),142.79 (Inaccurate ),13.82 (Inaccurate ),50.0 % ,Satisfactory
143,12,Terminal Swing,24.13%,6.21 (Accurate ),140.09 (Inaccurate ),19.45 (Accurate ),19.48 (Accurate ),75.0 % ,Good
144,13,Terminal Stance,22.92%,5.82 (Accurate ),111.82 (Inaccurate ),12.67 (Accurate ),32.75 (Accurate ),75.0 % ,Good
145,13,Terminal Stance,23.1%,4.54 (Accurate ),94.06 (Inaccurate ),14.69 (Accurate ),45.12 (Accurate ),75.0 % ,Good
146,13,Initial Contact,38.7%,3.98 (Inaccurate ),58.29 (Inaccurate ),18.76 (Accurate ),47.14 (Accurate ),50.0 % ,Satisfactory
147,13,Initial Contact,38.78%,3.38 (Inaccurate ),34.41 (Accurate ),44.34 (Accurate ),39.69 (Accurate ),75.0 % ,Good
148,13,Initial Contact,38.85%,3.14 (Inaccurate ),21.38 (Accurate ),79.7 (Inaccurate ),34.64 (Accurate ),50.0 % ,Satisfactory
149,13,Initial Contact,38.93%,2.76 (Inaccurate ),15.67 (Accurate ),110.36 (Accurate ),28.99 (Accurate ),75.0 % ,Good
150,13,Initial Contact,39.0%,2.53 (Inaccurate ),18.51 (Accurate ),128.98 (Accurate ),25.35 (Accurate ),75.0 % ,Good
151,13,Initial Contact,39.07%,3.5 (Inaccurate ),15.38 (Accurate ),136.64 (Inaccurate ),17.59 (Accurate ),50.0 % ,Satisfactory
152,13,Initial Contact,39.14%,4.6 (Accurate ),27.17 (Accurate ),47.49 (Accurate ),17.48 (Accurate ),100.0 % ,Good
153,13,Initial Contact,39.22%,6.11 (Accurate ),22.56 (Accurate ),100.77 (Inaccurate ),6.42 (Inaccurate ),50.0 % ,Satisfactory
154,13,Terminal Stance,22.73%,6.71 (Accurate ),73.91 (Accurate ),18.47 (Accurate ),42.64 (Accurate ),100.0 % ,Good
155,13,Terminal Stance,22.9%,8.83 (Accurate ),40.26 (Accurate ),59.26 (Inaccurate ),2.39 (Inaccurate ),50.0 % ,Satisfactory
156,13,Terminal Stance,23.08%,9.28 (Accurate ),30.53 (Inaccurate ),30.36 (Accurate ),2.84 (Inaccurate ),50.0 % ,Satisfactory
157,13,Terminal Stance,23.25%,9.13 (Accurate ),52.01 (Accurate ),22.1 (Accurate ),18.67 (Inaccurate ),75.0 % ,Good
158,13,Terminal Swing,23.42%,9.2 (Accurate ),103.21 (Accurate ),15.44 (Accurate ),13.67 (Accurate ),100.0 % ,Good
159,13,Terminal Swing,23.58%,8.83 (Accurate ),130.1 (Accurate ),13.85 (Accurate ),7.24 (Accurate ),100.0 % ,Good
160,13,Terminal Swing,23.75%,8.06 (Accurate ),130.19 (Accurate ),10.62 (Accurate ),12.12 (Accurate ),100.0 % ,Good
161,14,Midstance,14.6%,6.69 (Accurate ),48.29 (Inaccurate ),24.33 (Accurate ),13.99 (Accurate ),75.0 % ,Good
162,14,Terminal Swing,23.77%,6.26 (Accurate ),124.43 (Accurate ),20.27 (Accurate ),23.76 (Accurate ),100.0 % ,Good
163,15,Terminal Stance,22.7%,5.24 (Accurate ),99.56 (Inaccurate ),15.11 (Accurate ),36.59 (Accurate ),75.0 % ,Good
164,15,Terminal Stance,22.87%,4.17 (Accurate ),70.68 (Accurate ),17.2 (Accurate ),45.77 (Accurate ),100.0 % ,Good
165,15,Initial Contact,38.79%,3.79 (Inaccurate ),49.05 (Inaccurate ),22.95 (Accurate ),44.46 (Accurate ),50.0 % ,Satisfactory
166,15,Initial Contact,38.86%,3.47 (Inaccurate ),29.68 (Accurate ),46.1 (Inaccurate ),39.16 (Accurate ),50.0 % ,Satisfactory
167,15,Initial Contact,38.92%,3.42 (Inaccurate ),18.7 (Accurate ),87.99 (Inaccurate ),33.19 (Accurate ),50.0 % ,Satisfactory
168,15,Initial Contact,38.99%,3.52 (Inaccurate ),17.81 (Accurate ),115.46 (Accurate ),29.86 (Accurate ),75.0 % ,Good
169,15,Initial Contact,39.05%,4.03 (Accurate ),19.82 (Accurate ),130.85 (Accurate ),25.77 (Accurate ),100.0 % ,Good
170,15,Initial Contact,39.12%,4.96 (Accurate ),24.45 (Accurate ),116.82 (Accurate ),21.17 (Accurate ),100.0 % ,Good
171,15,Midstance,15.2%,7.29 (Accurate ),50.89 (Inaccurate ),27.14 (Accurate ),22.41 (Accurate ),75.0 % ,Good
172,15,Midstance,15.41%,9.48 (Accurate ),26.62 (Accurate ),87.27 (Inaccurate ),8.06 (Inaccurate ),50.0 % ,Satisfactory
173,15,Midstance,15.61%,10.55 (Accurate ),36.22 (Accurate ),74.18 (Inaccurate ),8.21 (Inaccurate ),50.0 % ,Satisfactory
174,15,Midstance,15.8%,11.84 (Accurate ),18.09 (Accurate ),56.74 (Inaccurate ),8.58 (Inaccurate ),50.0 % ,Satisfactory
175,15,Midstance,16.0%,10.96 (Accurate ),36.62 (Accurate ),34.34 (Accurate ),12.09 (Accurate ),100.0 % ,Good
176,15,Terminal Swing,23.3%,10.09 (Accurate ),80.12 (Inaccurate ),22.18 (Accurate ),11.37 (Accurate ),75.0 % ,Good
177,15,Terminal Swing,23.45%,9.68 (Accurate ),112.81 (Accurate ),13.91 (Accurate ),9.39 (Accurate ),100.0 % ,Good
178,15,Terminal Swing,23.6%,9.34 (Accurate ),132.6 (Accurate ),16.23 (Accurate ),4.69 (Inaccurate ),75.0 % ,Good
179,15,Terminal Swing,23.74%,8.92 (Accurate ),144.08 (Inaccurate ),20.65 (Accurate ),16.38 (Accurate ),75.0 % ,Good
180,15,Terminal Swing,23.89%,7.22 (Accurate ),151.11 (Inaccurate ),17.24 (Accurate ),16.2 (Accurate ),75.0 % ,Good
181,15,Terminal Swing,24.03%,5.84 (Accurate ),122.71 (Accurate ),16.03 (Accurate ),25.93 (Accurate ),100.0 % ,Good
182,16,Terminal Stance,21.15%,4.92 (Accurate ),95.65 (Inaccurate ),14.77 (Accurate ),40.2 (Accurate ),75.0 % ,Good
183,16,Terminal Stance,21.31%,4.18 (Accurate ),64.94 (Accurate ),10.26 (Accurate ),46.64 (Accurate ),100.0 % ,Good
184,16,Initial Contact,39.4%,3.41 (Inaccurate ),44.94 (Inaccurate ),32.72 (Accurate ),43.0 (Accurate ),50.0 % ,Satisfactory
185,16,Initial Contact,39.46%,3.12 (Inaccurate ),25.91 (Accurate ),59.08 (Inaccurate ),36.18 (Accurate ),50.0 % ,Satisfactory
186,16,Initial Contact,39.52%,2.84 (Inaccurate ),15.67 (Accurate ),91.66 (Inaccurate ),28.96 (Accurate ),50.0 % ,Satisfactory
187,16,Initial Contact,39.57%,3.08 (Inaccurate ),15.15 (Accurate ),117.21 (Accurate ),24.74 (Accurate ),75.0 % ,Good
