cycleCount,totalFrames,trunkLeanValue,trunkLeanPercentage,trunkLeanRes,frontKneeValue,frontKneePercentage,frontKneeRes,backKneeValue,backKneePercentage,backKneeRes,hipValue,hipPercentage,hipRes,angleScore,angleRes,GoodScore,GoodPercentage,SatisfactoryScore,SatisfactoryPercentage,Should_ImproveScore,Should_ImprovePercentage
0,97,4,4.12 %,Should Improve,77,79.38 %,Good,79,81.44 %,Good,19,19.59 %,Should Improve,46.13,Satisfactory,4,4.12%,74,76.29%,19,19.59%
