cycleCount,totalFrames,trunkLeanValue,trunkLeanPercentage,trunkLeanRes,frontKneeValue,frontKneePercentage,frontKneeRes,backKneeValue,backKneePercentage,backKneeRes,hipValue,hipPercentage,hipRes,angleScore,angleRes,GoodScore,GoodPercentage,SatisfactoryScore,SatisfactoryPercentage,Should_ImproveScore,Should_ImprovePercentage
18,218,138,63.3 %,Satisfactory,74,33.94 %,Should Improve,71,32.57 %,Should Improve,170,77.98 %,Good,51.95,Satisfactory,63,28.9%,90,41.28%,65,29.82%
